node	type
UMLS:C0282193	disease
UMLS:C0268384	disease
UMLS:C0403814	disease
UMLS:C1292779	disease
UMLS:C0039590	disease
UMLS:C0008370	disease
UMLS:C0264490	disease
UMLS:C0004114	disease
UMLS:C0409667	disease
UMLS:C5554235	disease
UMLS:C3714756	disease
UMLS:C5774241	disease
UMLS:C4016042	disease
UMLS:C0149670	disease
UMLS:C0268505	disease
UMLS:C0265010	disease
UMLS:C5543334	disease
UMLS:C4023106	disease
UMLS:C0014170	disease
UMLS:C0344516	disease
UMLS:C3280489	disease
UMLS:C5399761	disease
UMLS:C0477317	disease
UMLS:C4707243	disease
UMLS:C4022738	disease
UMLS:C1856019	disease
UMLS:C0149782	disease
UMLS:C0025286	disease
UMLS:C0278752	disease
UMLS:C4016211	disease
UMLS:C0751958	disease
UMLS:C3151356	disease
UMLS:C4014553	disease
UMLS:C1862839	disease
UMLS:C0948163	disease
UMLS:C2698311	disease
UMLS:C1853214	disease
UMLS:C0003977	disease
UMLS:C0008925	disease
UMLS:C0272242	disease
UMLS:C5244016	disease
UMLS:C0266126	disease
UMLS:C4706871	disease
UMLS:C0010054	disease
UMLS:C1856127	disease
UMLS:C1855179	disease
UMLS:C3806153	disease
UMLS:C3809250	disease
UMLS:C0014859	disease
UMLS:C4551485	disease
UMLS:C2673630	disease
UMLS:C4273730	disease
UMLS:C0027404	disease
UMLS:C0009207	disease
UMLS:C0029928	disease
UMLS:C0030328	disease
UMLS:C0151878	disease
UMLS:C1835434	disease
UMLS:C0745048	disease
UMLS:C4049090	disease
UMLS:C0003864	disease
UMLS:C3150973	disease
UMLS:C5830322	disease
UMLS:C0040053	disease
UMLS:C0454644	disease
UMLS:C1848201	disease
UMLS:C5681191	disease
UMLS:C0239998	disease
UMLS:C0031572	disease
UMLS:C0242343	disease
UMLS:C4551906	disease
UMLS:C4479526	disease
UMLS:C0149512	disease
UMLS:C1862389	disease
UMLS:C0007102	disease
UMLS:C1857811	disease
UMLS:C0339535	disease
UMLS:C0445118	disease
UMLS:C1842060	disease
UMLS:C0023290	disease
UMLS:C0206682	disease
UMLS:C0796182	disease
UMLS:C2713368	disease
UMLS:C0339573	disease
UMLS:C0011206	disease
UMLS:C5396362	disease
UMLS:C3280054	disease
UMLS:C1858386	disease
UMLS:C2752072	disease
UMLS:C0023487	disease
UMLS:C0155299	disease
UMLS:C0024623	disease
UMLS:C0019294	disease
UMLS:C1968729	disease
UMLS:C0520459	disease
UMLS:C0032285	disease
UMLS:C5679911	disease
UMLS:C2750027	disease
UMLS:C0311375	disease
UMLS:C0235820	disease
UMLS:C4022814	disease
UMLS:C0027051	disease
UMLS:C3553442	disease
UMLS:C0007286	disease
UMLS:C0079765	disease
UMLS:C0023890	disease
UMLS:C0162820	disease
UMLS:C5551904	disease
UMLS:C4749284	disease
UMLS:C0264694	disease
UMLS:C0278601	disease
UMLS:C4225304	disease
UMLS:C1832466	disease
UMLS:C0018273	disease
UMLS:C2675459	disease
UMLS:C5231404	disease
UMLS:C1846837	disease
UMLS:C2673700	disease
UMLS:C0525041	disease
UMLS:C4275179	disease
UMLS:C4511004	disease
UMLS:C0015695	disease
UMLS:C4551488	disease
UMLS:C5680452	disease
UMLS:C0399352	disease
UMLS:C1867904	disease
UMLS:C0162565	disease
UMLS:C0013362	disease
UMLS:C0006142	disease
UMLS:C3714618	disease
UMLS:C0010072	disease
UMLS:C5436935	disease
UMLS:C0014556	disease
UMLS:C0271093	disease
UMLS:C4551899	disease
UMLS:C5574905	disease
UMLS:C0011854	disease
UMLS:C0026858	disease
UMLS:C0002874	disease
UMLS:C0752347	disease
UMLS:C1560305	disease
UMLS:C4480969	disease
UMLS:C0524620	disease
UMLS:C2931245	disease
UMLS:C0751265	disease
UMLS:C0029839	disease
UMLS:C0028878	disease
UMLS:C1855925	disease
UMLS:C0030569	disease
UMLS:C3553298	disease
UMLS:C0011849	disease
UMLS:C0005859	disease
UMLS:C0239234	disease
UMLS:C0266544	disease
UMLS:C1389018	disease
UMLS:C0265780	disease
UMLS:C0025568	disease
UMLS:C0025362	disease
UMLS:C0025193	disease
UMLS:C2750414	disease
UMLS:C1332965	disease
UMLS:C2677101	disease
UMLS:C0003119	disease
UMLS:C0031511	disease
UMLS:C1859372	disease
UMLS:C0009376	disease
UMLS:C0265260	disease
UMLS:C1855304	disease
UMLS:C0265275	disease
UMLS:C1865343	disease
UMLS:C0265202	disease
UMLS:C0025312	disease
UMLS:C0017668	disease
UMLS:C0206160	disease
UMLS:C0684249	disease
UMLS:C4273747	disease
UMLS:C0155862	disease
UMLS:C3151057	disease
UMLS:C0013238	disease
UMLS:C0000768	disease
UMLS:C0026636	disease
UMLS:C1335302	disease
UMLS:C0432242	disease
UMLS:C0428851	disease
UMLS:C0220663	disease
UMLS:C4085597	disease
UMLS:C4016279	disease
UMLS:C0026010	disease
UMLS:C0271097	disease
UMLS:C1867743	disease
UMLS:C5774300	disease
UMLS:C0005398	disease
UMLS:C2931218	disease
UMLS:C2676840	disease
UMLS:C0497406	disease
UMLS:C0338480	disease
UMLS:C0149745	disease
UMLS:C0016059	disease
UMLS:C4015405	disease
UMLS:C0027794	disease
UMLS:C0280803	disease
UMLS:C1844820	disease
UMLS:C0087086	disease
UMLS:C2973725	disease
UMLS:C0029445	disease
UMLS:C0342898	disease
UMLS:C0020578	disease
UMLS:C0546125	disease
UMLS:C4748840	disease
UMLS:C0023015	disease
UMLS:C5193020	disease
UMLS:C0268374	disease
UMLS:C3502809	disease
UMLS:C0018790	disease
UMLS:C0040433	disease
UMLS:C0020429	disease
UMLS:C2675718	disease
UMLS:C0011303	disease
UMLS:C4751168	disease
UMLS:C0949690	disease
UMLS:C3280479	disease
UMLS:C0220669	disease
UMLS:C3887506	disease
UMLS:C3160814	disease
UMLS:C0029771	disease
UMLS:C5562018	disease
UMLS:C0029463	disease
UMLS:C0020490	disease
UMLS:C0038002	disease
UMLS:C4015388	disease
UMLS:C4310728	disease
UMLS:C1845026	disease
UMLS:C0003460	disease
UMLS:C3810405	disease
UMLS:C4310818	disease
UMLS:C3888102	disease
UMLS:C0023003	disease
UMLS:C0022340	disease
UMLS:C4551898	disease
UMLS:C1848137	disease
UMLS:C5231558	disease
UMLS:C0023264	disease
UMLS:C0035320	disease
UMLS:C1863052	disease
UMLS:C1866029	disease
UMLS:C2931383	disease
UMLS:C3553886	disease
UMLS:C0340493	disease
UMLS:C1333813	disease
UMLS:C5779628	disease
UMLS:C1384666	disease
UMLS:C4021107	disease
UMLS:C1858674	disease
UMLS:C0025521	disease
UMLS:C4747984	disease
UMLS:C3151189	disease
UMLS:C1834752	disease
UMLS:C1860808	disease
UMLS:C0023896	disease
UMLS:C1257877	disease
UMLS:C2751764	disease
UMLS:C0520679	disease
UMLS:C5676963	disease
UMLS:C0024624	disease
UMLS:C0221060	disease
UMLS:C0037286	disease
UMLS:C0238288	disease
UMLS:C1846707	disease
UMLS:C0036069	disease
UMLS:C5193014	disease
UMLS:C0525045	disease
UMLS:C0026766	disease
UMLS:C1832409	disease
UMLS:C3151471	disease
UMLS:C0687132	disease
UMLS:C0345049	disease
UMLS:C5816691	disease
UMLS:C0037773	disease
UMLS:C0333355	disease
UMLS:C3152144	disease
UMLS:C0887833	disease
UMLS:C2677504	disease
UMLS:C2057625	disease
UMLS:C1864498	disease
UMLS:C0242698	disease
UMLS:C0085610	disease
UMLS:C0013338	disease
UMLS:C1848599	disease
UMLS:C0032227	disease
UMLS:C0810364	disease
UMLS:C1859722	disease
UMLS:C1850830	disease
UMLS:C1838979	disease
UMLS:C0011633	disease
UMLS:C0003431	disease
UMLS:C0005818	disease
UMLS:C3552553	disease
UMLS:C0588008	disease
UMLS:C1800706	disease
UMLS:C4016265	disease
UMLS:C3809001	disease
UMLS:C0158543	disease
UMLS:C0234162	disease
UMLS:C0017185	disease
UMLS:C1843920	disease
UMLS:C5681165	disease
UMLS:C0003873	disease
UMLS:C4693843	disease
UMLS:C5190862	disease
UMLS:C0152421	disease
UMLS:C1862373	disease
UMLS:C4329780	disease
UMLS:C0265306	disease
UMLS:C0280788	disease
UMLS:C5574922	disease
UMLS:C4748768	disease
UMLS:C0030297	disease
UMLS:C1864849	disease
UMLS:C4693941	disease
UMLS:C1837245	disease
UMLS:C0019054	disease
UMLS:C0025202	disease
UMLS:C0007370	disease
UMLS:C4706415	disease
UMLS:C0333068	disease
UMLS:C3888631	disease
UMLS:C1408182	disease
UMLS:C4284414	disease
UMLS:C1846647	disease
UMLS:C5676998	disease
UMLS:C3810404	disease
UMLS:C4025901	disease
UMLS:C0011757	disease
UMLS:C1527311	disease
UMLS:C2750452	disease
UMLS:C5680453	disease
UMLS:C3810294	disease
UMLS:C0002625	disease
UMLS:C5191058	disease
UMLS:C0020479	disease
UMLS:C0848558	disease
UMLS:C0751495	disease
UMLS:C0020757	disease
UMLS:C0270685	disease
UMLS:C0041327	disease
UMLS:C0029804	disease
UMLS:C4023342	disease
UMLS:C3808377	disease
UMLS:C5774312	disease
UMLS:C0086774	disease
UMLS:C0266568	disease
UMLS:C1299247	disease
UMLS:C0036439	disease
UMLS:C1854369	disease
UMLS:C0018817	disease
UMLS:C1332133	disease
UMLS:C0344523	disease
UMLS:C3495427	disease
UMLS:C2063866	disease
UMLS:C0426790	disease
UMLS:C1956130	disease
UMLS:C0025160	disease
UMLS:C0038356	disease
UMLS:C0477360	disease
UMLS:C4225217	disease
UMLS:C1263846	disease
UMLS:C0029799	disease
UMLS:C0021361	disease
UMLS:C0344730	disease
UMLS:C0007140	disease
UMLS:C0796147	disease
UMLS:C0016978	disease
UMLS:C0079541	disease
UMLS:C0004352	disease
UMLS:C4020900	disease
UMLS:C2676042	disease
UMLS:C2183058	disease
UMLS:C5574705	disease
UMLS:C1861866	disease
UMLS:C0010346	disease
UMLS:C0032580	disease
UMLS:C4693784	disease
UMLS:C5394384	disease
UMLS:C0796195	disease
UMLS:C0011581	disease
UMLS:C0854723	disease
UMLS:C0006309	disease
UMLS:C0853193	disease
UMLS:C0362046	disease
UMLS:C4748455	disease
UMLS:C5679933	disease
UMLS:C4703449	disease
UMLS:C0281361	disease
UMLS:C5435656	disease
UMLS:C0521573	disease
UMLS:C5193097	disease
UMLS:C3501611	disease
UMLS:C3711387	disease
UMLS:C0678222	disease
UMLS:C1839832	disease
UMLS:C0038273	disease
UMLS:C0029410	disease
UMLS:C0013374	disease
UMLS:C1858556	disease
UMLS:C0152101	disease
UMLS:C1335167	disease
UMLS:C3887992	disease
UMLS:C4551721	disease
UMLS:C0034067	disease
UMLS:C0005974	disease
UMLS:C0041408	disease
UMLS:C5681834	disease
UMLS:C1868681	disease
UMLS:C0040336	disease
UMLS:C0162671	disease
UMLS:C1969810	disease
UMLS:C4707308	disease
UMLS:C0042373	disease
UMLS:C5574816	disease
UMLS:C4310691	disease
UMLS:C0268634	disease
UMLS:C0206656	disease
UMLS:C3178805	disease
UMLS:C0221405	disease
UMLS:C5191007	disease
UMLS:C1837229	disease
UMLS:C0241397	disease
UMLS:C4510897	disease
UMLS:C0206663	disease
UMLS:C0086132	disease
UMLS:C0085637	disease
UMLS:C1864839	disease
UMLS:C5669918	disease
UMLS:C5437588	disease
UMLS:C0264303	disease
UMLS:C4748251	disease
UMLS:C2874189	disease
UMLS:C0345958	disease
UMLS:C5436727	disease
UMLS:C0085628	disease
UMLS:C0333641	disease
UMLS:C0037277	disease
UMLS:C0007873	disease
UMLS:C5568766	disease
UMLS:C0004782	disease
UMLS:C0236969	disease
UMLS:C0392005	disease
UMLS:C0521620	disease
UMLS:C3160718	disease
UMLS:C4693831	disease
UMLS:C0033847	disease
UMLS:C0238111	disease
UMLS:C0021843	disease
UMLS:C1845407	disease
UMLS:C2931743	disease
UMLS:C0221480	disease
UMLS:C0598798	disease
UMLS:C1846474	disease
UMLS:C0268059	disease
UMLS:C0079301	disease
UMLS:C2936419	disease
UMLS:C2675719	disease
UMLS:C3280120	disease
UMLS:C0031106	disease
UMLS:C1855340	disease
UMLS:C0236964	disease
UMLS:C0018798	disease
UMLS:C0001768	disease
UMLS:C0027643	disease
UMLS:C0334239	disease
UMLS:C2751088	disease
UMLS:C3149074	disease
UMLS:C0007194	disease
UMLS:C0007193	disease
UMLS:C0427065	disease
UMLS:C0494158	disease
UMLS:C1970431	disease
UMLS:C5562075	disease
UMLS:C0393571	disease
UMLS:C1337013	disease
UMLS:C4551860	disease
UMLS:C0027059	disease
UMLS:C0012236	disease
UMLS:C0020295	disease
UMLS:C0746102	disease
UMLS:C0235032	disease
UMLS:C0039841	disease
UMLS:C4281785	disease
UMLS:C0015230	disease
UMLS:C3463897	disease
UMLS:C0007282	disease
UMLS:C1285162	disease
UMLS:C5543267	disease
UMLS:C3668822	disease
UMLS:C0524851	disease
UMLS:C1510502	disease
UMLS:C1514422	disease
UMLS:C0022665	disease
UMLS:C3899764	disease
UMLS:C1847605	disease
UMLS:C0011616	disease
UMLS:C0035410	disease
UMLS:C5680525	disease
UMLS:C0027055	disease
UMLS:C2931498	disease
UMLS:C0555198	disease
UMLS:C1862511	disease
UMLS:C0271650	disease
UMLS:C4023354	disease
UMLS:C0472813	disease
UMLS:C1456865	disease
UMLS:C5575495	disease
UMLS:C4317043	disease
UMLS:C0041234	disease
UMLS:C5561926	disease
UMLS:C0016202	disease
UMLS:C4022839	disease
UMLS:C0000737	disease
UMLS:C0236736	disease
UMLS:C4275067	disease
UMLS:C0156257	disease
UMLS:C3715164	disease
UMLS:C0238062	disease
UMLS:C0338106	disease
UMLS:C2825149	disease
UMLS:C0020649	disease
UMLS:C1833236	disease
UMLS:C0542514	disease
UMLS:C3281153	disease
UMLS:C0023418	disease
UMLS:C3241937	disease
UMLS:C5574948	disease
UMLS:C0018206	disease
UMLS:C0206639	disease
UMLS:C0376358	disease
UMLS:C0037019	disease
UMLS:C1969063	disease
UMLS:C0013274	disease
UMLS:C3276036	disease
UMLS:C2931838	disease
UMLS:C0175754	disease
UMLS:C3279657	disease
UMLS:C4025019	disease
UMLS:C1836508	disease
UMLS:C0018944	disease
UMLS:C0007097	disease
UMLS:C0268414	disease
UMLS:C0242488	disease
UMLS:C1862151	disease
UMLS:C0238441	disease
UMLS:C0749424	disease
UMLS:C0019562	disease
UMLS:C3463824	disease
UMLS:C0005745	disease
UMLS:C0039231	disease
UMLS:C4748579	disease
UMLS:C0014836	disease
UMLS:C4510872	disease
UMLS:C4225207	disease
UMLS:C1842462	disease
UMLS:C0796004	disease
UMLS:C0041696	disease
UMLS:C0150055	disease
UMLS:C1327918	disease
UMLS:C0339985	disease
UMLS:C0270549	disease
UMLS:C0007570	disease
UMLS:C1621958	disease
UMLS:C1840427	disease
UMLS:C4277682	disease
UMLS:C4748080	disease
UMLS:C0878676	disease
UMLS:C0473527	disease
UMLS:C1865871	disease
UMLS:C4552100	disease
UMLS:C0152021	disease
UMLS:C1861537	disease
UMLS:C0014116	disease
UMLS:C0424605	disease
UMLS:C1858854	disease
UMLS:C0270612	disease
UMLS:C3808920	disease
UMLS:C0206368	disease
UMLS:C5816750	disease
UMLS:C0004936	disease
UMLS:C0349204	disease
UMLS:C3489726	disease
UMLS:C0003469	disease
UMLS:C0041955	disease
UMLS:C1834751	disease
UMLS:C5680331	disease
UMLS:C0265677	disease
UMLS:C0342684	disease
UMLS:C0392525	disease
UMLS:C0004509	disease
UMLS:C5830329	disease
UMLS:C1304242	disease
UMLS:C0086438	disease
UMLS:C2938915	disease
UMLS:C1859690	disease
UMLS:C0948480	disease
UMLS:C5543027	disease
UMLS:C0546127	disease
UMLS:C0587246	disease
UMLS:C0751529	disease
UMLS:C5680057	disease
UMLS:C1854416	disease
UMLS:C4021159	disease
UMLS:C1849813	disease
UMLS:C0334265	disease
UMLS:C0270790	disease
UMLS:C0020179	disease
UMLS:C0153416	disease
UMLS:C3280378	disease
UMLS:C0393588	disease
UMLS:C0338503	disease
UMLS:C0162359	disease
UMLS:C5676973	disease
UMLS:C0005122	disease
UMLS:C0006111	disease
UMLS:C1112256	disease
UMLS:C0265563	disease
UMLS:C0002938	disease
UMLS:C0342276	disease
UMLS:C1844376	disease
UMLS:C0220662	disease
UMLS:C0543859	disease
UMLS:C3151446	disease
UMLS:C0152427	disease
UMLS:C1333015	disease
UMLS:C0265313	disease
UMLS:C0029172	disease
UMLS:C0151691	disease
UMLS:C3275959	disease
UMLS:C5568140	disease
UMLS:C5679932	disease
UMLS:C0520575	disease
UMLS:C4748759	disease
UMLS:C0948031	disease
UMLS:C0040592	disease
UMLS:C0153415	disease
UMLS:C1847014	disease
UMLS:C0019163	disease
UMLS:C4225195	disease
UMLS:C0342154	disease
UMLS:C0022876	disease
UMLS:C0036572	disease
UMLS:C0553980	disease
UMLS:C0086981	disease
UMLS:C0018995	disease
UMLS:C0005695	disease
UMLS:C1846529	disease
UMLS:C0153519	disease
UMLS:C0311468	disease
UMLS:C0029401	disease
UMLS:C0524662	disease
UMLS:C0206711	disease
UMLS:C0020476	disease
UMLS:C5436712	disease
UMLS:C0010278	disease
UMLS:C0040136	disease
UMLS:C0022104	disease
UMLS:C0028754	disease
UMLS:C1846896	disease
UMLS:C0344925	disease
UMLS:C0206641	disease
UMLS:C4750849	disease
UMLS:C5680181	disease
UMLS:C1851936	disease
UMLS:C0268138	disease
UMLS:C1135747	disease
UMLS:C0151786	disease
UMLS:C4510380	disease
UMLS:C0023316	disease
UMLS:C0002871	disease
UMLS:C3552311	disease
UMLS:C2931228	disease
UMLS:C0017639	disease
UMLS:C5680095	disease
UMLS:C1445953	disease
UMLS:C0206624	disease
UMLS:C4751000	disease
UMLS:C0027658	disease
UMLS:C5679683	disease
UMLS:C4085590	disease
UMLS:C0242422	disease
UMLS:C0857501	disease
UMLS:C3150417	disease
UMLS:C0343055	disease
UMLS:C0740392	disease
UMLS:C0006870	disease
UMLS:C0279543	disease
UMLS:C0001969	disease
UMLS:C4014291	disease
UMLS:C0017661	disease
UMLS:C0027796	disease
UMLS:C0342418	disease
UMLS:C0027540	disease
UMLS:C1855457	disease
UMLS:C3151059	disease
UMLS:C4255043	disease
UMLS:C0858617	disease
UMLS:C0220697	disease
UMLS:C0015674	disease
UMLS:C0679362	disease
UMLS:C4014563	disease
UMLS:C4016264	disease
UMLS:C5562039	disease
UMLS:C0028797	disease
UMLS:C0154564	disease
UMLS:C0036996	disease
UMLS:C1854912	disease
UMLS:C2931367	disease
UMLS:C0023903	disease
UMLS:C0011603	disease
UMLS:C0206736	disease
UMLS:C0004763	disease
UMLS:C0403811	disease
UMLS:C0700501	disease
UMLS:C0157918	disease
UMLS:C0476273	disease
UMLS:C4015436	disease
pubchem.compound:91809208	drug
CHEMBL:CHEMBL3833307	drug
pubchem.compound:2083	drug
pubchem.compound:54911	drug
pubchem.compound:60199242	drug
pubchem.compound:3446	drug
pubchem.compound:52911611	drug
pubchem.compound:24812758	drug
pubchem.compound:135476717	drug
pubchem.compound:23729157	drug
pubchem.compound:9903778	drug
pubchem.compound:3354	drug
pubchem.compound:118196485	drug
pubchem.compound:92045025	drug
pubchem.compound:52938427	drug
pubchem.compound:39912	drug
pubchem.compound:16362	drug
CHEMBL:CHEMBL2108184	drug
pubchem.compound:9833407	drug
pubchem.compound:26758	drug
CHEMBL:CHEMBL2109667	drug
CHEMBL:CHEMBL1201567	drug
pubchem.compound:126506029	drug
pubchem.compound:2318	drug
CHEMBL:CHEMBL1201464	drug
CHEMBL:CHEMBL1201585	drug
CHEMBL:CHEMBL1743044	drug
pubchem.compound:178024	drug
pubchem.compound:3081361	drug
pubchem.compound:2895	drug
pubchem.compound:65015	drug
CHEMBL:CHEMBL1981592	drug
pubchem.compound:46220502	drug
pubchem.compound:448601	drug
CHEMBL:CHEMBL2108675	drug
pubchem.compound:5284627	drug
CHEMBL:CHEMBL2109457	drug
pubchem.compound:2130	drug
pubchem.compound:5281040	drug
pubchem.compound:71680039	drug
pubchem.compound:91885457	drug
pubchem.compound:25025298	drug
CHEMBL:CHEMBL2108131	drug
CHEMBL:CHEMBL1743007	drug
pubchem.compound:9823820	drug
CHEMBL:CHEMBL2109058	drug
pubchem.compound:71657455	drug
pubchem.compound:23635314	drug
CHEMBL:CHEMBL2107979	drug
CHEMBL:CHEMBL1201692	drug
pubchem.compound:24875372	drug
CHEMBL:CHEMBL4298079	drug
pubchem.compound:9845306	drug
pubchem.compound:9941379	drug
pubchem.compound:126941	drug
pubchem.compound:121396	drug
pubchem.compound:46216795	drug
pubchem.compound:5593	drug
pubchem.compound:23897	drug
pubchem.compound:5832	drug
pubchem.compound:24872560	drug
CHEMBL:CHEMBL4594331	drug
pubchem.compound:216239	drug
pubchem.compound:3784	drug
CHEMBL:CHEMBL2108709	drug
pubchem.compound:145722621	drug
CHEMBL:CHEMBL1201574	drug
pubchem.compound:4911	drug
pubchem.compound:3488	drug
pubchem.compound:449193	drug
pubchem.compound:9827599	drug
pubchem.compound:2118	drug
CHEMBL:CHEMBL2109540	drug
pubchem.compound:3478	drug
CHEMBL:CHEMBL1201835	drug
pubchem.compound:122662112	drug
pubchem.compound:3639	drug
pubchem.compound:4158	drug
pubchem.compound:31703	drug
pubchem.compound:5329102	drug
CHEMBL:CHEMBL5315080	drug
pubchem.compound:3036505	drug
pubchem.compound:53235510	drug
CHEMBL:CHEMBL2109613	drug
pubchem.compound:5281056	drug
pubchem.compound:49831257	drug
CHEMBL:CHEMBL4297839	drug
pubchem.compound:45138699	drug
pubchem.compound:11750009	drug
pubchem.compound:10133	drug
CHEMBL:CHEMBL2109467	drug
pubchem.compound:3151	drug
pubchem.compound:656862	drug
pubchem.compound:3033825	drug
pubchem.compound:667484	drug
pubchem.compound:118513932	drug
pubchem.compound:2370	drug
pubchem.compound:3331	drug
pubchem.compound:135400182	drug
pubchem.compound:10174505	drug
pubchem.compound:71491931	drug
CHEMBL:CHEMBL4594503	drug
pubchem.compound:16961	drug
pubchem.compound:219025	drug
pubchem.compound:3520	drug
pubchem.compound:9913767	drug
CHEMBL:CHEMBL1743070	drug
pubchem.compound:16072155	drug
pubchem.compound:23674541	drug
pubchem.compound:3821	drug
CHEMBL:CHEMBL2108147	drug
pubchem.compound:443872	drug
pubchem.compound:10343454	drug
CHEMBL:CHEMBL1201562	drug
pubchem.compound:10672195	drug
pubchem.compound:5281884	drug
pubchem.compound:9926791	drug
pubchem.compound:86705695	drug
pubchem.compound:2733526	drug
pubchem.compound:21800	drug
pubchem.compound:4205	drug
pubchem.compound:3869	drug
pubchem.compound:46943432	drug
pubchem.compound:67462786	drug
pubchem.compound:71412	drug
pubchem.compound:154257	drug
pubchem.compound:156009451	drug
pubchem.compound:16129483	drug
pubchem.compound:55245	drug
CHEMBL:CHEMBL2393130	drug
CHEMBL:CHEMBL4297788	drug
pubchem.compound:11547499	drug
pubchem.compound:4411	drug
pubchem.compound:16722836	drug
pubchem.compound:49806720	drug
CHEMBL:CHEMBL2108594	drug
pubchem.compound:3121	drug
CHEMBL:CHEMBL1201825	drug
pubchem.compound:135449518	drug
pubchem.compound:6442177	drug
pubchem.compound:9832447	drug
pubchem.compound:5360515	drug
pubchem.compound:3036703	drug
pubchem.compound:24771867	drug
pubchem.compound:65359	drug
pubchem.compound:24785956	drug
CHEMBL:CHEMBL1201621	drug
pubchem.compound:9433	drug
CHEMBL:CHEMBL3833373	drug
CHEMBL:CHEMBL1237023	drug
pubchem.compound:216210	drug
pubchem.compound:42113	drug
pubchem.compound:25161177	drug
pubchem.compound:15606394	drug
CHEMBL:CHEMBL1201566	drug
CHEMBL:CHEMBL1743071	drug
pubchem.compound:16158208	drug
CHEMBL:CHEMBL1742991	drug
pubchem.compound:10236037	drug
pubchem.compound:9865528	drug
pubchem.compound:16662431	drug
CHEMBL:CHEMBL3545159	drug
pubchem.compound:5328940	drug
CHEMBL:CHEMBL1743043	drug
pubchem.compound:2369	drug
pubchem.compound:2541	drug
pubchem.compound:11399764	drug
pubchem.compound:2724350	drug
pubchem.compound:121586	drug
pubchem.compound:5280453	drug
CHEMBL:CHEMBL4594730	drug
pubchem.compound:6456015	drug
CHEMBL:CHEMBL4297950	drug
pubchem.compound:39042	drug
pubchem.compound:13342	drug
CHEMBL:CHEMBL2108681	drug
pubchem.compound:5365247	drug
pubchem.compound:148124	drug
pubchem.compound:36314	drug
pubchem.compound:5311	drug
CHEMBL:CHEMBL1742994	drug
CHEMBL:CHEMBL4594357	drug
pubchem.compound:57469	drug
pubchem.compound:11982961	drug
pubchem.compound:2712	drug
pubchem.compound:5281070	drug
pubchem.compound:145068	drug
pubchem.compound:5816	drug
pubchem.compound:12555	drug
pubchem.compound:6018	drug
pubchem.compound:86707828	drug
CHEMBL:CHEMBL1743058	drug
pubchem.compound:6918289	drug
pubchem.compound:5494449	drug
pubchem.compound:4201	drug
pubchem.compound:5284373	drug
pubchem.compound:72078	drug
CHEMBL:CHEMBL4594326	drug
pubchem.compound:44610678	drug
pubchem.compound:4991	drug
CHEMBL:CHEMBL1743079	drug
pubchem.compound:4913	drug
pubchem.compound:2159	drug
CHEMBL:CHEMBL4650393	drug
pubchem.compound:6918493	drug
pubchem.compound:3763	drug
pubchem.compound:16923	drug
pubchem.compound:38853	drug
CHEMBL:CHEMBL4297536	drug
pubchem.compound:16760285	drug
CHEMBL:CHEMBL1742982	drug
pubchem.compound:25067547	drug
pubchem.compound:72165228	drug
pubchem.compound:6420040	drug
pubchem.compound:30668	drug
pubchem.compound:2284	drug
pubchem.compound:135409409	drug
pubchem.compound:3899	drug
pubchem.compound:23674183	drug
pubchem.compound:5574	drug
CHEMBL:CHEMBL1201827	drug
pubchem.compound:60815	drug
pubchem.compound:2170	drug
pubchem.compound:9820008	drug
pubchem.compound:4197	drug
CHEMBL:CHEMBL1201509	drug
CHEMBL:CHEMBL136478	drug
pubchem.compound:9883933	drug
pubchem.compound:17513	drug
CHEMBL:CHEMBL4297756	drug
pubchem.compound:3078519	drug
pubchem.compound:216208	drug
CHEMBL:CHEMBL1201438	drug
pubchem.compound:5282448	drug
pubchem.compound:71360	drug
CHEMBL:CHEMBL3707314	drug
pubchem.compound:9875401	drug
pubchem.compound:3081927	drug
CHEMBL:CHEMBL1743082	drug
pubchem.compound:637568	drug
CHEMBL:CHEMBL4297792	drug
pubchem.compound:6918140	drug
pubchem.compound:4062	drug
pubchem.compound:644019	drug
pubchem.compound:41693	drug
pubchem.compound:3348	drug
pubchem.compound:146570	drug
pubchem.compound:969472	drug
pubchem.compound:54892	drug
pubchem.compound:44139752	drug
pubchem.compound:23725625	drug
pubchem.compound:172197	drug
pubchem.compound:23667642	drug
pubchem.compound:5029	drug
pubchem.compound:155815	drug
pubchem.compound:3385	drug
pubchem.compound:9838712	drug
CHEMBL:CHEMBL1743041	drug
pubchem.compound:3022645	drug
pubchem.compound:6914273	drug
pubchem.compound:135401907	drug
pubchem.compound:11304743	drug
pubchem.compound:4633	drug
CHEMBL:CHEMBL4297852	drug
pubchem.compound:5408	drug
pubchem.compound:59473233	drug
pubchem.compound:11749858	drug
CHEMBL:CHEMBL2364653	drug
pubchem.compound:10127622	drug
pubchem.compound:60947	drug
pubchem.compound:4674	drug
pubchem.compound:11990828	drug
CHEMBL:CHEMBL1743087	drug
pubchem.compound:9924495	drug
CHEMBL:CHEMBL1201589	drug
pubchem.compound:10113978	drug
pubchem.compound:9936746	drug
pubchem.compound:636403	drug
pubchem.compound:5472	drug
pubchem.compound:444	drug
pubchem.compound:135565678	drug
pubchem.compound:11525740	drug
pubchem.compound:11526696	drug
pubchem.compound:23480	drug
pubchem.compound:126565	drug
pubchem.compound:1548943	drug
CHEMBL:CHEMBL413	drug
pubchem.compound:110635	drug
pubchem.compound:9870520	drug
pubchem.compound:11672602	drug
pubchem.compound:23663962	drug
pubchem.compound:34312	drug
