node	type
OCLN	gene
PLEKHH2	gene
MYCNOS	gene
ETV5	gene
C1orf210	gene
CRTAC1	gene
PMP22	gene
LINC01224	gene
SOX11	gene
SPECC1	gene
KCNK1	gene
NCR1	gene
PRR16	gene
LUZP1	gene
FZD10	gene
FAM210B	gene
TPTE2P6	gene
MDP1	gene
SH2D4A	gene
ABL2	gene
DNAJC5G	gene
TPI1P3	gene
SLC24A4	gene
DMP1	gene
OSMR	gene
ABHD12B	gene
NANOS1	gene
AHR	gene
CYB561A3	gene
PROP1	gene
EIF2AK3	gene
BSPRY	gene
CHD1	gene
LINC00578	gene
TIPARP	gene
MAP9	gene
CD84	gene
LINC00261	gene
LINC01619	gene
NETO2	gene
NKAIN3	gene
CLCF1	gene
POLQ	gene
PNLIP	gene
SCGB2A2	gene
SUMO1P1	gene
RGS9BP	gene
TNNT3	gene
OAZ1	gene
TRH	gene
PTPRH	gene
NOMO1	gene
CETN2	gene
ENPP7P13	gene
RDH12	gene
IQSEC2	gene
KCNAB3	gene
SOX2-OT	gene
STEAP3	gene
ENPP1	gene
PGAM2	gene
CLEC2A	gene
TSACC	gene
EFCAB5	gene
SNRPN	gene
SMG1P1	gene
GSTZ1	gene
PDK4	gene
PCSK1	gene
ZC3HC1	gene
S100A1	gene
IPMK	gene
STX11	gene
CTSLP2	gene
MKRN2OS	gene
BAZ1A	gene
HILPDA	gene
SYT17	gene
ULBP2	gene
LINC01213	gene
SMG1P3	gene
CACNA1F	gene
PPP2R2B	gene
UBTD1	gene
ALLC	gene
DEFB118	gene
NEURL1	gene
PRELP	gene
DDX4	gene
UROS	gene
MT1M	gene
EIF3K	gene
SLC29A4	gene
MYH8	gene
SPATA24	gene
FGF14	gene
TMEM219	gene
ADGRG6	gene
EMC6	gene
MIR503HG	gene
RPL23AP53	gene
GABRB1	gene
ADM	gene
PCDH19	gene
ANXA1	gene
ZNF169	gene
LINC00311	gene
SCGB1D4	gene
ULK4P2	gene
UNG	gene
RNF181	gene
TRIM49	gene
C5orf60	gene
RGS4	gene
UQCRFS1	gene
MAGEB5	gene
PNP	gene
TMEM14B	gene
LINC00411	gene
ACTR3BP2	gene
SSX2B	gene
CDON	gene
TTC1	gene
SNURF	gene
TOMM7	gene
GAGE1	gene
LINC01170	gene
MRPS28	gene
POU2F2	gene
OR2G3	gene
TINCR	gene
GNG4	gene
NUDT2	gene
EDA2R	gene
HESX1	gene
SLC19A3	gene
CCR7	gene
ASAP1-IT2	gene
ID2	gene
SLC9C2	gene
COA4	gene
TSPAN5	gene
PELI3	gene
TCF7L1	gene
NEUROD1	gene
PDCL2	gene
PNKD	gene
CYP27A1	gene
LPAR4	gene
CFAP20	gene
MPZ	gene
TMEM100	gene
FDPSP2	gene
NUTM1	gene
LINC01533	gene
SBK2	gene
CHURC1-FNTB	gene
TMPRSS11E	gene
DNM1P41	gene
FAM138C	gene
BHMT2	gene
PRDM1	gene
LINC00862	gene
SLC6A14	gene
SYT11	gene
INTS6	gene
A2ML1	gene
NDUFA11	gene
PBOV1	gene
PELI1	gene
KLLN	gene
GPR143	gene
ACOT13	gene
APOBEC1	gene
DGCR6L	gene
MDH1	gene
CCND2	gene
CT45A6	gene
STOML2	gene
CADM3	gene
ATP6V0A4	gene
WDR76	gene
ST20-MTHFS	gene
FAM81B	gene
NAA38	gene
SSX3	gene
GLI3	gene
KLF4	gene
LINC01551	gene
TMEM106A	gene
NTM-IT	gene
NOL4	gene
CREB5	gene
IL1RL1	gene
PCDH17	gene
DCST2	gene
POU3F3	gene
SLC2A10	gene
PPP3R2	gene
CH25H	gene
RARRES1	gene
HRH1	gene
RNF148	gene
CORO2B	gene
LINC00636	gene
LOX	gene
GATA3	gene
VSIG4	gene
CFL1P1	gene
PRR34	gene
SLC25A19	gene
ZNF681	gene
TNFRSF12A	gene
LINC01169	gene
OR7G1	gene
LINC01111	gene
TEKT4P2	gene
TIMM8B	gene
GLB1L2	gene
LONRF1	gene
OR2A20P	gene
LCE3D	gene
ASXL3	gene
CBWD2	gene
COA6	gene
YBEY	gene
DHRS7C	gene
BPIFC	gene
NDUFB5	gene
DPCD	gene
OVOL1	gene
MYHAS	gene
LINC01030	gene
TPM2	gene
DEFB105A	gene
ACBD7	gene
DUXAP8	gene
PIGH	gene
IMPA2	gene
PAMR1	gene
SDR16C5	gene
TMA7	gene
KCNS3	gene
LINC00461	gene
ULK4P3	gene
FAM138A	gene
ANKRD20A9P	gene
GPC3	gene
LINC01227	gene
STARD4	gene
GHET1	gene
PRKAG2	gene
SLC2A14	gene
UGCG	gene
UGT1A10	gene
ARID5B	gene
LINC00294	gene
RWDD1	gene
FLVCR1	gene
TAT	gene
ZNF738	gene
RNF7	gene
RALY	gene
DUSP5	gene
IGF2BP1	gene
FBXO25	gene
SELE	gene
PCDH8	gene
ZFYVE19	gene
PGR	gene
AAMDC	gene
CAGE1	gene
IDI2	gene
UQCC2	gene
LINC01163	gene
ATRAID	gene
ALDH1L2	gene
PLVAP	gene
LCE3B	gene
DPPA4	gene
LINC00941	gene
CHCHD2	gene
RPS25	gene
CIDEC	gene
LEFTY1	gene
CKS2	gene
C17orf78	gene
CXCR2	gene
RAET1K	gene
NDUFA2	gene
FCGR1CP	gene
LY6G6C	gene
TP53TG1	gene
ISCA1	gene
CIB2	gene
NUDT6	gene
CD68	gene
SOAT1	gene
ANKRD33B	gene
BCL2L15	gene
GSDMA	gene
CYP2G1P	gene
MRPL52	gene
EID1	gene
VIM	gene
RUNX1	gene
CSTL1	gene
C10orf82	gene
LBP	gene
MEP1B	gene
CT45A9	gene
ELOVL7	gene
HSPA5	gene
TXNDC2	gene
SLC7A10	gene
IKZF3	gene
PRKACG	gene
KIF22	gene
TPH1	gene
URI1	gene
S100G	gene
CT45A5	gene
HMBS	gene
TMEM70	gene
PLK4	gene
IL1R1	gene
CA13	gene
MIR3945HG	gene
CTCFL	gene
PPP1R15B	gene
LINC00942	gene
LINC00907	gene
EREG	gene
MXD1	gene
MRPL20	gene
ISY1	gene
UGT8	gene
AGBL4-IT1	gene
SIRT4	gene
ARPC5L	gene
SGIP1	gene
MROH5	gene
SLC2A7	gene
GCSH	gene
MMP19	gene
COL12A1	gene
PRELID3A	gene
C7orf31	gene
TSPAN1	gene
MYBPC2	gene
GDF6	gene
CDH16	gene
ZFP42	gene
SRP14	gene
IMMP1L	gene
SYT1	gene
CRY1	gene
ZC3HAV1	gene
REXO2	gene
PGA3	gene
KCNQ1OT1	gene
CT45A10	gene
CT45A7	gene
RASGRP1	gene
SMCP	gene
XKR4	gene
RAD51B	gene
TNFRSF10D	gene
GPR18	gene
LINC00676	gene
MLXIPL	gene
MMP21	gene
NDUFA7	gene
LINC00928	gene
GAMT	gene
DNAH12	gene
DNAJB1	gene
FAM86JP	gene
MMP26	gene
DSG2	gene
SPATA6L	gene
CCDC43	gene
AFAP1L2	gene
FAM72C	gene
TMEM150A	gene
APIP	gene
SKIDA1	gene
TEKT2	gene
RBP4	gene
CALD1	gene
OR6W1P	gene
TSHZ2	gene
ZNF80	gene
TNF	gene
INE1	gene
RASD1	gene
NDUFS3	gene
SULT1E1	gene
MAP3K8	gene
CHAF1B	gene
COX16	gene
SNAI1	gene
SRRM4	gene
GPRC5A	gene
RND3	gene
OR13D1	gene
NDUFC1	gene
PSMA8	gene
BIRC3	gene
LAMB3	gene
NUP210L	gene
GPBAR1	gene
PRTG	gene
HERC5	gene
MRPL48	gene
LINC00670	gene
NOL4L	gene
NDUFS2	gene
GTF3C6	gene
CT47A7	gene
FAM138E	gene
C3orf52	gene
BHLHE41	gene
MRPL51	gene
MT1A	gene
MMADHC	gene
SH3BGR	gene
C15orf61	gene
ZNF492	gene
MRPL57	gene
RPS20	gene
S100P	gene
EIF2S2	gene
EMP1	gene
UQCRQ	gene
FBXO47	gene
BDKRB1	gene
B3GNT7	gene
RUNDC3B	gene
SERF1A	gene
LGALS9B	gene
PDE8B	gene
ZNF367	gene
USP43	gene
IFT22	gene
C4orf19	gene
PGM1	gene
ACSM5	gene
FHDC1	gene
LEFTY2	gene
HSPB9	gene
DEFB1	gene
PRMT3	gene
SALL4	gene
LINC01535	gene
BAK1	gene
ECT2L	gene
MUC13	gene
RAB39B	gene
FOSL1	gene
CXADR	gene
GKAP1	gene
RMST	gene
BICD1	gene
SLC10A1	gene
LINC00396	gene
DZIP1	gene
CACNA2D3	gene
HOOK1	gene
DHRS7B	gene
UQCRH	gene
FZD5	gene
EMB	gene
TF	gene
SHISA4	gene
ZSCAN12	gene
TTR	gene
AFF4	gene
EXT1	gene
REG4	gene
LMO7DN	gene
RPS28	gene
CACNG8	gene
DBIL5P2	gene
SCN8A	gene
MRPL53	gene
FBXW12	gene
MELK	gene
UBE3D	gene
NDUFB2	gene
CNGB1	gene
MIF4GD	gene
TMPRSS11A	gene
PABPC1P2	gene
OR7G3	gene
LINC00958	gene
FOXC1	gene
NSMCE1	gene
CHCHD5	gene
GRHL1	gene
LINC01291	gene
POU2F3	gene
CD83	gene
SPRY4	gene
NCCRP1	gene
NME9	gene
LINC00374	gene
CNTN3	gene
LCNL1	gene
MTFR2	gene
SPRR2F	gene
TOB2P1	gene
DHRS4	gene
MFSD4A	gene
CABP5	gene
ZNF503	gene
EBAG9	gene
LY6K	gene
NHS	gene
LNP1	gene
ZPBP2	gene
RAB3B	gene
MRPL33	gene
TFAP2B	gene
ZNF296	gene
PLAUR	gene
PRDX3	gene
PLA2G10	gene
SLX4IP	gene
IFRD1	gene
PLIN1	gene
GGT7	gene
PRKCG	gene
FAM227A	gene
SHC4	gene
GP6	gene
FGF9	gene
HSPA6	gene
LINC00608	gene
ZNF670-ZNF695	gene
TPTE	gene
PPP1R15A	gene
FBXO36	gene
CLEC19A	gene
AURKA	gene
GSR	gene
PNLIPRP2	gene
SNRPD2	gene
IFI44	gene
P2RX7	gene
PARP11	gene
HAGH	gene
POMP	gene
CIDEA	gene
SNX29P2	gene
ARL2	gene
BAGE2	gene
MALSU1	gene
XCL1	gene
ADAMTS4	gene
SARNP	gene
ZNF32	gene
LINC01456	gene
HMGA1P7	gene
TBX18	gene
NTRK2	gene
GACAT3	gene
ZNF358	gene
NR4A3	gene
MPZL3	gene
KLF17	gene
LINC00477	gene
NME2	gene
USP44	gene
LINC01138	gene
ASCL1	gene
CCDC144A	gene
NT5DC3	gene
NPIPB5	gene
TNRC18P1	gene
COX11	gene
RNLS	gene
KRTAP5-2	gene
GALNT15	gene
CHI3L1	gene
SYT15	gene
ILDR1	gene
MIR17HG	gene
ADGRE2	gene
SLC7A1	gene
FPR1	gene
MICB	gene
CXXC4	gene
CXCL1	gene
PCAT1	gene
C12orf57	gene
MAP7D2	gene
ULK4P1	gene
UFC1	gene
SDHB	gene
FAM24B	gene
ATF4	gene
LRRC15	gene
MYH1	gene
GALNT16	gene
ZNF98	gene
RPL26L1	gene
CHMP2A	gene
NQO1	gene
IKBKB	gene
MTCP1	gene
M1AP	gene
NOXRED1	gene
DAW1	gene
ANKRD7	gene
NR2E3	gene
NKIRAS1	gene
FGB	gene
HDDC2	gene
ANTXR1	gene
JAKMIP2	gene
ATP1A3	gene
TEX14	gene
PCDH9	gene
CDKL2	gene
GLOD5	gene
FAM138F	gene
BTG1	gene
STC1	gene
KPNA2	gene
CLYBL	gene
FMNL2	gene
POLR2F	gene
LINC00173	gene
TRABD2A	gene
IPCEF1	gene
PRC1	gene
IL18R1	gene
WWC1	gene
CSF3R	gene
ANKRD45	gene
YEATS4	gene
GAP43	gene
PTS	gene
LINC01411	gene
ARMCX4	gene
USE1	gene
KDM6A	gene
SPATA21	gene
NKX2-5	gene
SAMM50	gene
CDK5	gene
KCNE1	gene
ARL6IP6	gene
TMPRSS11BNL	gene
LRRC23	gene
CLDN4	gene
TLR6	gene
LINC01205	gene
AIMP2	gene
SLC28A3	gene
OR4K2	gene
PART1	gene
VSTM1	gene
NUTF2	gene
THBS1	gene
SF3B5	gene
STAMBP	gene
AKR1C2	gene
OAZ3	gene
MAB21L3	gene
HYPK	gene
VRTN	gene
MYH13	gene
TSPAN17	gene
LINC00877	gene
FKBP3	gene
CENPL	gene
MX2	gene
ANKUB1	gene
FSIP1	gene
MED11	gene
NR4A2	gene
HS3ST2	gene
C2orf66	gene
SAT1	gene
CBWD1	gene
MIP	gene
PPP1R36	gene
CSF2	gene
ADGRG2	gene
CITED2	gene
PSMB3	gene
SIK3	gene
C7	gene
LINC00641	gene
MT2A	gene
CCDC170	gene
FRMD5	gene
RIPK2	gene
FRMD4B	gene
EFNA5	gene
TERC	gene
ELAVL3	gene
TCAM1P	gene
MFAP5	gene
MAFA	gene
AGR3	gene
HINT3	gene
C20orf96	gene
PCDH10	gene
IL5RA	gene
RSPH14	gene
NDUFB11	gene
NDUFA6	gene
OLR1	gene
C16orf82	gene
SDHAF4	gene
TMEM229A	gene
CDKN1A	gene
LINC01606	gene
GHSR	gene
RPL18	gene
KLHL11	gene
WDR87	gene
DLEU7	gene
LINC01387	gene
AZGP1	gene
WNT3	gene
ELAVL2	gene
MRPL34	gene
ARNTL2	gene
TRIM49D1	gene
OR13C5	gene
